1024;0,830000
1536;0,800000
2048;0,900000
2560;0,660000
3072;0,640000
3584;0,730000
4096;0,730000
4608;1,120000
5120;0,960000
5632;1,190000
6144;0,730000
6656;0,770000
7168;0,940000
7680;0,880000
8192;1,120000
8704;1,070000
9216;1,190000
9728;1,030000
10240;0,950000
10752;1,380000
11264;1,030000
11776;1,210000
12288;1,430000
12800;1,460000
13312;1,570000
13824;1,580000
14336;1,480000
14848;1,620000
15360;1,620000
15872;1,460000
16384;1,810000


